1516,60000
1568,141000
862,221300
829,147000
148,217500
654,149900
744,108959
1262,187000
1182,110000
873,75200
575,144000
557,109900
727,271000
1356,108000
1380,320000
1192,55993
1316,188000
1000,190000
286,410000
1645,116000
2030,102776
628,162000
598,221800
1814,81000
1581,337000
1849,193000
1627,254000
1068,140750
1261,165400
1493,132000
944,158000
755,127500
1235,132000
936,235500
609,280000
1629,176000
965,172500
1459,300000
1387,139600
493,105000
1353,188700
277,192500
1896,207500
358,137000
1637,153575
236,200000
551,120000
1917,210000
937,156500
208,234000
1422,170000
1600,161000
58,136000
631,189000
1624,404000
1909,333168
1617,207500
363,159434
505,178000
2028,262500
1915,87000
1644,192100
1247,105000
879,217000
1027,137500
1447,79400
118,145000
1280,194201
834,66500
522,188000
513,136500
81,501837
869,137000
1047,132500
380,125000
1057,133000
1732,398800
84,160500
1721,225000
1010,107000
329,145000
6,140000
1542,402000
1494,179900
1656,137900
1677,185000
451,247000
490,178000
1793,89000
287,152000
950,115000
2038,161000
1403,133000
1833,138000
1453,150000
1374,52000
1745,236000
832,205000
1005,143000
1881,196000
1117,466500
1692,584500
327,128000
442,128500
807,75000
1211,230000
964,146000
1326,229000
177,139000
824,147000
1378,130000
86,184900
1686,93500
1950,130000
457,148000
1877,145000
54,155000
1541,165000
643,114000
677,94900
221,136500
113,160000
1091,167000
1259,313000
1278,213000
174,157000
855,163500
589,264500
1599,165000
18,143500
423,175000
1376,130000
285,182000
1623,149900
428,245000
1549,163000
781,128000
669,173500
31,230000
982,148500
722,146000
1731,99500
214,144000
849,218500
1468,151000
326,135000
560,161500
1691,128900
700,55000
780,293077
1220,80000
341,165000
629,152000
147,175500
1228,177439
360,145000
83,130000
48,128000
468,259500
155,203000
889,210000
1846,142000
1231,212000
1720,113000
1233,181900
1671,611657
500,173000
1810,171500
179,96000
1075,135000
1801,171000
817,146500
916,266000
1187,248328
1660,143195
528,139000
346,145000
1423,94000
2013,243500
1146,180400
2025,298236
1043,167000
601,184900
1341,148000
243,230348
930,135000
802,155000
1226,111750
1514,122000
312,96000
435,160000
1949,244000
974,256000
308,129500
430,148800
660,161000
370,172000
566,164500
1023,65000
181,149700
906,97000
621,377426
1775,230000
1223,246990
1948,171000
813,165500
1489,152000
1889,147983
962,153000
1102,120000
296,105900
941,260000
461,176485
1335,242000
1758,392500
377,140000
798,201000
1133,196500
105,146500
126,178000
1018,215000
1161,245000
1290,127500
355,314813
1657,195500
682,385000
1258,132000
1429,55000
1475,126000
209,173000
923,124000
140,141000
1474,185850
1616,140000
1289,119000
1614,194000
1537,279500
887,192000
931,111900
711,124500
1298,210400
904,179000
892,180500
1239,141000
10,85400
1738,137250
1765,169500
282,149900
810,165150
1121,137000
291,108000
754,126000
626,213000
985,200000
1009,171000
129,126000
1206,187750
843,91000
323,124500
1505,138500
881,152000
1006,267000
1914,196000
905,294000
1345,140000
695,163000
215,192000
1618,256900
2039,93900
1293,292500
158,129000
1087,355000
1040,147400
932,140000
841,241500
634,120000
516,236000
1465,177000
1560,240000
597,232698
195,294900
1684,104500
909,136500
410,50138
96,148000
440,231713
988,240000
156,130000
419,141500
1851,164990
477,122500
1905,135500
668,290000
1067,168000
1922,134000
2031,149900
447,230500
553,136000
178,341000
390,112000
578,251000
1041,156000
1941,216500
1319,184500
2032,190000
938,172400
820,132000
1873,168500
1134,185000
1540,310000
664,262000
142,127000
1556,190000
1466,99500
864,222000
421,158000
636,118500
2034,217000
799,226700
1583,306000
615,208900
294,123000
963,173733
1425,291000
1953,185000
88,163000
41,465000
1850,263000
1986,260000
131,149000
1036,375000
409,127000
1418,345474
1904,123500
1561,360000
1538,148000
164,129900
724,112000
290,146500
1173,176000
1575,102000
1947,275000
1824,260000
1395,143000
778,306000
839,282000
348,147000
1997,192500
571,174000
917,172500
1960,210900
1937,123000
1507,149900
1798,110000
1350,184000
1893,85000
136,94000
458,236500
375,130000
1375,207000
333,214500
1339,132000
1190,110000
1975,110000
2006,100000
1797,110500
816,180000
1269,289000
605,163500
1906,133500
1812,209000
1336,157500
910,118000
1602,214900
1982,81000
1357,213000
328,430000
1063,220000
318,239000
1569,335000
1511,103200
1778,156500
167,148500
12,131000
1979,255000
171,165000
649,160000
1090,244400
260,76500
1244,257500
1446,135000
901,91900
672,126000
258,95000
1545,136000
844,207500
867,264132
1225,186000
138,545224
893,90000
1946,143500
549,107000
319,287500
1566,269500
1998,215000
1208,120000
558,234000
139,159900
1780,190000
531,220000
224,156000
723,119000
1761,139500
325,149000
1944,187687
714,140000
846,167240
193,152000
573,178000
946,270000
503,93000
1760,177500
1848,160000
1834,88000
3,174000
1923,157500
467,80000
5,190000
1588,241500
547,115000
228,140000
542,127500
242,194700
898,159000
1164,555000
1222,97000
1562,179900
842,336860
1455,179400
1185,179200
2022,223000
661,274000
1874,170000
314,143900
691,150000
1543,250000
424,185900
594,262500
2016,129000
622,337500
1265,158500
1891,157000
227,325000
1554,137500
1364,200000
1128,142000
66,148500
24,145000
144,267916
536,191000
811,147000
1512,194000
85,310090
1976,221000
1303,300000
1491,141000
1853,238500
1866,291000
1407,111000
1175,174000
362,64000
1652,189000
1703,280000
1026,123000
1030,181000
1773,254900
1649,175900
1464,116500
665,134900
364,260261
77,68500
27,198000
1473,188500
525,125000
1883,170440
55,158000
638,145000
302,174500
718,141500
624,97900
7,142000
803,145000
1049,141000
336,128900
47,149000
1519,127500
106,165000
349,136000
1079,126000
238,145000
213,144900
1284,252000
1169,134500
793,213250
1096,149500
1210,164500
1769,145000
1622,142100
1957,253000
523,132500
232,140000
644,87500
1547,221500
533,122000
1548,170000
603,144000
1240,213000
1074,118000
2019,167000
60,290000
2009,97500
92,184000
666,170000
280,144000
1144,169000
359,350000
1159,67000
1200,134000
847,178000
1412,269500
110,150000
42,165500
125,150000
204,177594
52,250000
545,215000
68,372000
1916,128250
1587,205000
183,13100
137,209500
899,266000
796,113500
132,137900
80,114000
1910,270000
1580,135000
541,285000
1635,153000
983,156932
165,85000
248,109008
446,185000
1179,200000
858,200000
1242,234250
97,124000
2026,238000
737,122000
1287,116000
102,290000
434,240000
74,232000
1839,227875
1232,246000
918,124900
1755,143000
1918,220000
1770,114000
762,212000
989,340000
388,180000
235,129000
1546,282500
267,115400
1662,192500
117,300000
1647,445000
673,170000
249,68104
1490,159000
2047,82500
94,180500
33,125000
1502,260000
1711,124000
448,227000
716,153000
1394,63000
1557,250000
0,130500
1787,300000
1101,126000
1108,218836
1803,135000
82,153900
1320,276000
676,255000
1488,79000
1046,130000
770,301000
1359,106000
1469,143750
1620,113722
1996,107000
404,320000
1934,382500
1331,102900
1531,115000
104,215000
688,141000
1338,193000
826,124000
62,270000
852,257000
1386,153500
223,235000
145,127500
1088,109500
373,170000
1457,98600
1142,275000
1875,130000
1764,290000
1642,145500
1302,139000
9,135000
449,173500
708,72000
255,119164
882,132000
389,169900
908,161000
924,92900
1747,206900
1263,403000
460,122000
1301,50000
1744,169500
1168,180000
958,230000
501,78500
739,249700
2000,127500
868,130000
731,204000
539,117000
1201,260000
697,147000
1428,39300
1963,154000
1145,89000
1031,125000
372,133500
667,135000
1565,180500
357,134900
967,181500
783,135000
735,166000
1035,475000
970,64500
1564,37900
1526,130000
1563,200500
1383,110000
1530,158000
1683,125000
1252,84900
1737,334000
1774,102000
1236,220000
885,105000
79,129850
1172,100000
814,67000
1317,99800
671,140500
1571,385000
57,121000
133,324000
1140,312500
933,134432
1728,176000
823,538000
1214,239900
504,226500
1828,202500
347,179900
386,119900
1024,200141
894,138500
828,142900
1943,134500
475,312500
1509,110000
1964,591587
1432,143000
652,90350
172,204500
1149,212900
38,175500
713,164900
90,183000
1989,131400
1205,173000
875,148000
1384,94550
1940,149000
1093,80000
1155,192140
1324,285000
1800,284000
2011,142000
499,118858
338,310013
1188,316500
28,119600
1217,130000
1358,318000
1869,177625
945,127000
169,152000
1441,144500
1197,134000
1253,119000
1808,184500
912,205000
491,137500
953,213500
1097,108000
1032,154000
587,130000
750,195000
657,171000
234,190000
732,149350
2041,412500
1673,191500
1156,130500
1994,235000
1461,139000
1668,205000
934,455000
1209,249000
1065,133500
108,252000
1582,250000
568,185000
1167,133000
1174,170000
890,211000
947,316600
1048,144000
1385,85500
1406,112900
1483,138000
884,338500
1716,91000
850,135750
734,222500
717,127500
454,147110
264,82500
75,93850
1805,105000
444,184000
395,89000
176,183200
1042,120000
1781,159895
2027,119000
1550,290000
1664,168000
595,230000
61,303477
1296,286500
872,130000
1574,179600
1929,315000
278,151000
1392,154400
36,127000
1555,240900
662,125000
1855,193800
1481,131000
977,255900
1611,140000
738,99900
191,279000
919,149000
456,205000
675,207500
760,173000
1856,129900
1831,275500
728,200000
1399,245000
412,120500
1098,106250
825,325000
1536,160500
616,284700
114,63900
417,171925
1961,127000
969,188900
604,192350
1971,162500
89,155000
848,127000
1559,255000
1969,178900
753,213500
498,360000
1276,173000
1325,145900
11,183600
396,95000
284,163900
1066,170000
1191,108500
1440,110000
1790,227000
690,108500
1672,152000
1926,222000
689,107500
851,214000
159,134450
895,169985
1615,133000
257,226750
335,214000
1930,315000
1039,108500
515,229000
1348,140000
1015,133000
768,100000
1876,150000
761,260000
1246,139400
1203,160000
1506,132000
2036,270000
521,109900
22,344133
356,85000
1277,135000
1312,179900
1726,250764
340,133700
431,237000
473,256300
217,86900
911,129500
1227,500000
1785,146000
1011,128500
2002,372402
93,118858
1008,153500
1070,222500
1092,200000
1625,277500
1308,286000
696,84900
1841,93500
996,140200
1458,216000
153,237000
1099,194000
1919,128000
2050,189000
789,191000
580,82500
1470,131900
703,250000
1212,140000
1295,85000
1709,141500
1260,108000
487,73000
559,155900
1141,325000
1119,142500
801,201490
512,191000
633,125000
1518,35311
1835,380000
1965,180000
1150,187100
790,98000
116,149900
1497,190000
740,158500
1734,109500
1081,426000
830,128000
119,231500
656,87000
1958,105000
635,81500
369,269500
268,226000
655,123000
935,290000
822,135900
866,257500
46,117000
1373,110000
1752,113000
991,122000
876,124100
773,130000
1219,180500
1126,223000
4,138500
1003,203000
1813,225000
263,99000
1609,170000
1879,169000
443,168000
1002,160000
1077,136500
837,239500
1838,121000
304,172000
1365,144000
1921,228500
313,241000
149,149500
1148,114500
1213,118900
574,189900
50,166000
1592,535000
726,412083
833,167000
1377,90000
1115,182000
1166,224500
470,154000
971,230000
653,79000
399,167500
511,219990
320,128500
19,215200
684,327000
35,113500
902,212999
1825,185485
827,137000
1956,187500
407,93000
920,185500
537,136000
758,125500
1970,348000
1062,129800
1199,270000
245,242500
1416,159950
1127,174000
784,117500
1788,90500
489,421250
154,120000
961,129500
853,157000
1311,215000
625,208300
685,468000
1601,199000
569,123000
1959,174500
17,139000
127,199500
1346,150000
1279,150000
2021,195800
927,248000
980,217000
2017,82000
190,457347
1139,265000
992,213000
2008,136905
1699,267300
606,262280
180,140000
301,165500
496,105000
1739,320000
1753,147900
1704,284000
1679,158500
517,392000
2037,142500
1069,204000
476,151000
157,167900
1243,287000
1195,154000
16,98000
1535,192000
1072,214000
2024,197000
546,129500
1539,145000
658,119000
1666,143250
1019,150000
2010,51689
1504,178000
959,90000
1932,173000
283,195000
1632,150000
797,68000
1667,144000
225,153000
26,138500
1817,117600
437,82000
2001,225000
1388,143000
229,202500
37,190000
749,130000
1045,161500
1398,173000
469,279900
1736,100000
2020,173000
687,142500
1892,91500
639,311500
1756,114500
1218,179000
1158,475000
1415,105000
1527,177000
1697,165000
1300,264966
1871,196000
800,500067
1603,198600
160,112000
956,176400
1186,203000
821,105000
1938,207000
877,178400
913,200624
152,156500
1885,183850
1823,64500
509,446261
1135,113000
1250,180000
1767,144000
103,44000
1445,151000
1443,125000
1784,121500
586,149000
1815,336820
1143,290000
53,76000
151,556581
403,177500
1995,109500
207,169000
1945,68400
1682,155000
1122,226500
1903,231500
8,112500
1014,180000
1844,113000
1060,323262
452,149900
1675,165250
253,272000
1327,79000
896,146000
1779,124500
880,252000
1595,132000
1939,295000
623,552000
345,248500
1746,294464
262,152500
1634,141000
1321,155000
1438,171750
150,148800
472,128000
640,210250
2035,137500
1933,169000
550,118500
1826,105000
928,136870
488,374000
1860,125000
1171,165000
146,198500
1936,153000
1981,145000
402,128200
954,109500
1928,153500
659,132500
1372,61000
463,330000
1349,145000
186,285000
1147,284000
1224,154204
608,230000
143,128000
751,113000
1534,75000
981,210000
197,92000
1633,261329
883,120000
279,112500
293,145000
1872,280000
400,153337
122,128500
1207,215000
202,252000
1462,164000
835,315000
246,239000
1439,120000
1733,175000
1799,118000
1952,52500
1707,105000
1931,257000
1153,185900
1661,79500
1426,200000
384,207500
1804,167000
1759,266500
854,102000
1589,118500
219,119750
641,200000
1,220000
112,162900
698,155000
1967,204000
951,122000
1648,150500
1636,172500
1794,64000
1410,209200
1409,239000
1533,216000
1291,200825
1857,145000
441,155000
1520,137500
1136,392000
1715,265900
1256,142953
1913,130000
1631,125500
1695,129000
1397,272000
663,98500
1884,159500
1257,279700
1820,181755
1700,485000
317,356383
648,209000
1434,205950
1479,129900
709,180000
1382,181000
1282,157900
1768,165000
972,122000
627,188000
632,235000
1306,165500
1400,140000
1408,166000
1248,268000
2005,112000
1254,370000
1496,127000
1371,187500
1529,157000
1663,129500
1354,200000
1821,186800
1978,167500
1951,253000
1643,61500
1898,193000
795,185000
645,349265
1012,116000
1888,148500
556,199500
681,184900
577,145000
1819,395039
1109,163000
1266,255000
1722,113000
1183,140000
524,143000
1059,175900
540,194000
1194,176000
1678,120000
748,172000
1901,183000
1430,205000
484,127000
1757,129200
95,166000
1020,320000
563,211000
1264,195000
742,202000
863,190000
1598,181000
1714,79275
1484,114504
891,128000
1577,159000
1038,185000
206,239000
392,300000
794,89900
870,99500
397,143450
766,139500
1890,120000
1241,179781
1028,123600
1792,246900
642,126000
1942,112000
612,64500
1762,170000
960,160000
1570,150000
725,197000
683,106500
98,277500
804,128000
1751,134900
1597,165000
406,91500
502,183500
1071,134500
1056,350000
929,133000
779,332200
1863,260400
200,106500
134,98000
1051,84500
40,147500
1017,177500
230,367294
1513,108000
1796,582933
378,244000
288,184000
418,177900
1698,122000
391,152000
592,167900
1522,309000
1162,159000
1086,147500
1495,122000
647,189000
1152,215000
1367,322500
520,169000
1862,104000
1880,155000
64,153000
1836,256000
14,193000
1180,143000
1064,133000
492,301500
379,101000
187,282922
763,148000
216,145500
791,179000
1076,207000
878,150000
337,168000
1772,105500
719,325000
1748,233000
295,173000
1725,140000
1016,215000
1275,219500
1750,165000
1485,113000
455,119500
2049,144000
815,187000
1886,174000
269,144152
995,113500
201,310000
161,207000
1579,136900
729,174000
401,103600
702,125000
1500,377500
1845,155000
1795,170000
1129,232600
565,174900
1413,225000
1021,167000
1025,235876
1411,175000
1895,127000
1585,146000
1955,274900
1104,190000
205,123900
34,297000
1966,124000
775,155000
508,62383
1451,130000
1478,142500
2023,192000
1390,200000
91,211000
1363,126000
897,228000
564,181000
1369,223500
776,131500
241,146500
13,200000
315,87550
600,213000
387,293000
1297,127500
166,116900
840,120000
20,129000
646,203000
1842,83000
1508,108000
1154,120500
1528,119000
831,144000
1267,236500
1590,130000
1899,174000
562,76500
2004,176500
686,135000
957,185750
189,361919
1806,214000
975,129500
699,180000
1499,175000
1705,84500
510,160000
1082,147000
474,188000
1584,179000
856,204000
747,197900
252,87000
21,278000
1337,196500
459,137000
1184,176432
276,117250
955,115000
1215,146300
385,225000
805,187000
1437,230000
1515,148400
343,140000
769,126500
1332,128500
1685,350000
130,148500
1687,193000
871,160250
1123,171500
1396,137500
87,132000
1482,185000
330,139000
1238,263435
466,201000
121,120000
1638,124900
1044,191000
1724,319500
1095,139000
1130,181000
1294,106000
860,235000
